kegiatan_id,dosen_id,jenis_kegiatan,nama_institusi,tanggal_mulai,tanggal_selesai,tahun,ingested_at
KGTb24a9cc3,0772118081,Tridarma_PT_Lain,Unsri,2022-04-09,2022-06-26,2022,2026-05-17T15:02:44+07:00
KGTda3c6a23,0549356082,QS100,PT Astra International,2021-02-22,2021-08-18,2021,2026-05-17T15:02:44+07:00
KGT2107dd32,0554056083,Pembina_Prestasi,Bank Indonesia,2021-05-29,2022-01-18,2021,2026-05-17T15:02:44+07:00
KGT5441c611,0554056083,Praktisi_Industri,PT Telkom Indonesia,2025-04-12,2025-07-22,2025,2026-05-17T15:02:44+07:00
KGT1d165215,0953179084,Tridarma_PT_Lain,Osaka University,2020-05-10,2021-02-12,2020,2026-05-17T15:02:44+07:00
KGTff8da25d,0889331085,Praktisi_Industri,Unsri,2023-03-10,2023-07-12,2023,2026-05-17T15:02:44+07:00
KGT0e419533,0889331085,Praktisi_Industri,NUS Singapore,2024-05-06,2024-07-04,2024,2026-05-17T15:02:44+07:00
KGTa848a14c,0889331085,QS100,PT Bukit Asam,2025-04-11,2026-03-07,2025,2026-05-17T15:02:44+07:00
KGT9e54780c,0889331085,Pembina_Prestasi,BMKG,2023-03-29,2024-01-04,2023,2026-05-17T15:02:44+07:00
KGTd64a4a07,0227751086,Praktisi_Industri,Bank Indonesia,2022-06-11,2022-11-02,2022,2026-05-17T15:02:44+07:00
KGT6586b243,0227751086,Tridarma_PT_Lain,BPS Lampung,2025-03-19,2025-04-22,2025,2026-05-17T15:02:44+07:00
KGTb4d509b2,0227751086,Tridarma_PT_Lain,PT PLN,2025-05-06,2025-06-21,2025,2026-05-17T15:02:44+07:00
KGTebd2ab7e,0756427087,QS100,ITS,2024-06-12,2025-04-06,2024,2026-05-17T15:02:44+07:00
KGT3856c72e,0756427087,Tridarma_PT_Lain,Chulalongkorn University,2025-05-13,2025-11-19,2025,2026-05-17T15:02:44+07:00
KGT029b5a56,0756427087,Pembina_Prestasi,UGM,2024-04-07,2024-10-09,2024,2026-05-17T15:02:44+07:00
KGT8942e1e5,0756427087,Pembina_Prestasi,PT Astra International,2023-02-04,2023-10-03,2023,2026-05-17T15:02:44+07:00
KGTd98caced,0277299089,Tridarma_PT_Lain,BRIN,2023-02-07,2023-07-17,2023,2026-05-17T15:02:44+07:00
KGT01db540c,0277299089,QS100,ITB,2023-01-05,2023-12-01,2023,2026-05-17T15:02:44+07:00
KGT67bf1e80,0398086090,QS100,Universitas Indonesia,2020-03-14,2020-08-23,2020,2026-05-17T15:02:44+07:00
KGT0aaa8f45,0398086090,Tridarma_PT_Lain,Kyushu University,2025-04-01,2026-02-28,2025,2026-05-17T15:02:44+07:00
KGTf3f86626,0398086090,Tridarma_PT_Lain,Universitas Indonesia,2023-02-14,2023-05-05,2023,2026-05-17T15:02:44+07:00
KGT7e626daf,0568855091,QS100,BPS Lampung,2021-02-22,2021-05-04,2021,2026-05-17T15:02:44+07:00
KGTff6801bd,0568855091,Tridarma_PT_Lain,Kyushu University,2024-01-25,2024-05-30,2024,2026-05-17T15:02:44+07:00
KGT74a28846,0568855091,Pembina_Prestasi,Osaka University,2022-06-20,2022-10-27,2022,2026-05-17T15:02:44+07:00
KGT049e9105,0568855091,Praktisi_Industri,Universitas Indonesia,2021-05-16,2021-12-10,2021,2026-05-17T15:02:44+07:00
KGT62f2fb6b,0270893093,Praktisi_Industri,UNDP Indonesia,2021-05-01,2021-06-11,2021,2026-05-17T15:02:44+07:00
KGT892b3b35,0270893093,Tridarma_PT_Lain,BRIN,2025-01-07,2025-06-15,2025,2026-05-17T15:02:44+07:00
KGT5eb6f86a,0496065095,QS100,ITS,2024-04-29,2024-07-15,2024,2026-05-17T15:02:44+07:00
KGT121368d0,0496065095,Pembina_Prestasi,BPS Lampung,2022-05-31,2023-02-14,2022,2026-05-17T15:02:44+07:00
KGTc63a8187,0647798096,Pembina_Prestasi,Toyota Motor Manufacturing,2020-03-22,2020-06-08,2020,2026-05-17T15:02:44+07:00
KGTa3557ebc,0647798096,QS100,Unila,2023-02-08,2023-10-09,2023,2026-05-17T15:02:44+07:00
KGT1a78e2ce,0483997097,Tridarma_PT_Lain,Unila,2020-05-06,2020-08-24,2020,2026-05-17T15:02:44+07:00
KGT8606bfb0,0483997097,Tridarma_PT_Lain,PT Pertamina,2021-04-13,2022-01-11,2021,2026-05-17T15:02:44+07:00
KGT054cfb2e,0483997097,QS100,Bank Indonesia,2020-06-29,2021-05-20,2020,2026-05-17T15:02:44+07:00
KGTfbff7680,0483997097,Tridarma_PT_Lain,NUS Singapore,2021-02-01,2021-06-16,2021,2026-05-17T15:02:44+07:00
KGTd48d8d93,0483997097,Praktisi_Industri,PT Bukit Asam,2021-04-22,2021-06-21,2021,2026-05-17T15:02:44+07:00
KGT43ba1862,0615370098,Praktisi_Industri,Unsri,2024-04-15,2025-02-22,2024,2026-05-17T15:02:44+07:00
KGTfb1fe1fa,0615370098,Pembina_Prestasi,PT Pertamina,2025-04-22,2025-11-12,2025,2026-05-17T15:02:44+07:00
KGTa98c493e,0724893100,Pembina_Prestasi,PT Bukit Asam,2023-04-05,2023-12-06,2023,2026-05-17T15:02:44+07:00
KGT2bf68940,0724893100,Tridarma_PT_Lain,Chulalongkorn University,2024-04-28,2024-09-04,2024,2026-05-17T15:02:44+07:00
KGT0bfc92f7,0724893100,QS100,Osaka University,2025-03-09,2025-05-31,2025,2026-05-17T15:02:44+07:00
KGTc2e05096,0724893100,QS100,NUS Singapore,2022-05-20,2022-07-11,2022,2026-05-17T15:02:44+07:00
KGTbd6e2a67,0839739101,Pembina_Prestasi,LIPI,2021-01-02,2021-06-27,2021,2026-05-17T15:02:44+07:00
KGT78449612,0839739101,Pembina_Prestasi,IPB University,2020-02-25,2020-11-19,2020,2026-05-17T15:02:44+07:00
KGTa978f58b,0839739101,Praktisi_Industri,World Bank Jakarta,2021-03-21,2022-02-28,2021,2026-05-17T15:02:44+07:00
KGT882a5b43,0839739101,Pembina_Prestasi,UGM,2025-03-07,2025-12-30,2025,2026-05-17T15:02:44+07:00
KGTce0e1e84,0615685102,Pembina_Prestasi,NUS Singapore,2020-04-18,2020-12-30,2020,2026-05-17T15:02:44+07:00
KGT80f75133,0990753103,QS100,Unsri,2025-06-27,2026-05-16,2025,2026-05-17T15:02:44+07:00
KGT9a9b16a1,0990753103,Praktisi_Industri,BPS Lampung,2024-04-13,2024-07-17,2024,2026-05-17T15:02:44+07:00
KGT9ab75764,0990753103,Tridarma_PT_Lain,Toyota Motor Manufacturing,2023-06-25,2024-05-30,2023,2026-05-17T15:02:44+07:00
KGTd9cfcf45,0195030104,Tridarma_PT_Lain,PT PLN,2021-01-27,2021-08-30,2021,2026-05-17T15:02:44+07:00
KGTc11ea4f6,0195030104,Tridarma_PT_Lain,PT Pertamina,2022-02-05,2022-05-19,2022,2026-05-17T15:02:44+07:00
KGT86f3a9b1,0195030104,Tridarma_PT_Lain,UNDP Indonesia,2023-02-18,2023-10-19,2023,2026-05-17T15:02:44+07:00
KGTe3b1a549,0344033105,Tridarma_PT_Lain,UGM,2025-03-01,2025-06-21,2025,2026-05-17T15:02:44+07:00
KGT7c470e6f,0344033105,Praktisi_Industri,PT Bukit Asam,2021-02-17,2021-09-18,2021,2026-05-17T15:02:44+07:00
KGT05be8b48,0344033105,Tridarma_PT_Lain,LIPI,2023-05-14,2023-07-21,2023,2026-05-17T15:02:44+07:00
KGTa86446b6,0910336106,QS100,IPB University,2023-05-06,2024-03-26,2023,2026-05-17T15:02:44+07:00
KGT2941d190,0910336106,QS100,Chulalongkorn University,2022-01-23,2022-09-24,2022,2026-05-17T15:02:44+07:00
KGTe9119b9a,0910336106,Praktisi_Industri,PT Bukit Asam,2023-05-29,2023-10-15,2023,2026-05-17T15:02:44+07:00
KGT831624d2,0505015107,QS100,PT PLN,2020-06-14,2020-07-20,2020,2026-05-17T15:02:44+07:00
KGT69ccfabd,0799515108,Praktisi_Industri,UNDP Indonesia,2025-02-24,2025-07-18,2025,2026-05-17T15:02:44+07:00
KGT88acfaa0,0799515108,Tridarma_PT_Lain,Kyushu University,2024-03-24,2024-07-05,2024,2026-05-17T15:02:44+07:00
KGTc1781765,0799515108,Praktisi_Industri,Chulalongkorn University,2021-04-24,2021-06-23,2021,2026-05-17T15:02:44+07:00
KGTec793125,0799515108,Tridarma_PT_Lain,BPS Lampung,2022-04-16,2022-09-11,2022,2026-05-17T15:02:44+07:00
KGT6326916a,0749047109,Praktisi_Industri,Osaka University,2023-03-02,2023-09-21,2023,2026-05-17T15:02:44+07:00
KGTc1b3a17a,0749047109,Praktisi_Industri,Chulalongkorn University,2020-06-08,2020-08-14,2020,2026-05-17T15:02:44+07:00
KGTff46709b,0170963110,Tridarma_PT_Lain,Politeknik Negeri Lampung,2024-05-12,2025-02-16,2024,2026-05-17T15:02:44+07:00
KGT82c343a0,0170963110,QS100,PT Pertamina,2021-05-04,2021-11-23,2021,2026-05-17T15:02:44+07:00
KGT07d1aec1,0170963110,Tridarma_PT_Lain,World Bank Jakarta,2022-06-15,2023-01-25,2022,2026-05-17T15:02:44+07:00
KGT51b3be33,0633874111,QS100,ITS,2020-06-25,2021-04-09,2020,2026-05-17T15:02:44+07:00
KGTd4502fab,0633874111,Praktisi_Industri,Chulalongkorn University,2025-06-06,2026-05-02,2025,2026-05-17T15:02:44+07:00
KGTfd57aeb8,0857220112,Tridarma_PT_Lain,Universitas Indonesia,2023-03-15,2023-05-16,2023,2026-05-17T15:02:44+07:00
KGT2201cf7a,0857220112,Pembina_Prestasi,Kyushu University,2022-03-29,2022-08-30,2022,2026-05-17T15:02:44+07:00
KGT66510691,0268106113,Tridarma_PT_Lain,Universiti Malaya,2021-05-25,2021-10-07,2021,2026-05-17T15:02:44+07:00
KGT8d7254a8,0268106113,QS100,UGM,2020-04-21,2020-07-20,2020,2026-05-17T15:02:44+07:00
KGTc6b4a7ba,0268106113,Pembina_Prestasi,BPS Lampung,2023-04-07,2023-09-10,2023,2026-05-17T15:02:44+07:00
KGTe4e84c9c,0277410114,Praktisi_Industri,BPS Lampung,2025-03-27,2025-11-06,2025,2026-05-17T15:02:44+07:00
KGT7ef17c51,0277410114,Pembina_Prestasi,BPS Lampung,2022-01-25,2022-04-27,2022,2026-05-17T15:02:44+07:00
KGT2943b3ca,0277410114,Praktisi_Industri,PT Telkom Indonesia,2024-05-11,2025-01-01,2024,2026-05-17T15:02:44+07:00
KGT132d4c22,0853327115,Pembina_Prestasi,BPS Lampung,2025-05-10,2026-04-04,2025,2026-05-17T15:02:44+07:00
KGT78c33d75,0853327115,Tridarma_PT_Lain,BPS Lampung,2024-03-01,2024-05-28,2024,2026-05-17T15:02:44+07:00
KGTd7b67ec8,0465218116,Tridarma_PT_Lain,ITB,2022-03-04,2022-06-02,2022,2026-05-17T15:02:44+07:00
KGT2d84efe8,0465218116,QS100,Universitas Lampung,2022-03-08,2022-05-12,2022,2026-05-17T15:02:44+07:00
KGT175d1d5e,0465218116,QS100,TU Delft,2022-01-10,2022-11-27,2022,2026-05-17T15:02:44+07:00
KGT4da72bba,0635064117,Pembina_Prestasi,ITB,2024-06-27,2024-12-14,2024,2026-05-17T15:02:44+07:00
KGT06107d11,0635064117,QS100,NUS Singapore,2023-05-10,2023-06-28,2023,2026-05-17T15:02:44+07:00
KGT20184ba8,0635064117,Praktisi_Industri,BRIN,2024-05-04,2024-07-14,2024,2026-05-17T15:02:44+07:00
KGT50b4f2b9,0147429119,QS100,BMKG,2023-01-10,2023-05-26,2023,2026-05-17T15:02:44+07:00
KGT903c887a,0147429119,Tridarma_PT_Lain,Universitas Lampung,2021-05-24,2021-09-25,2021,2026-05-17T15:02:44+07:00
KGTffd43d56,0147429119,Praktisi_Industri,JICA Indonesia,2024-02-09,2024-03-26,2024,2026-05-17T15:02:44+07:00
KGT6196d694,0944810120,Praktisi_Industri,Universitas Indonesia,2024-04-07,2025-02-07,2024,2026-05-17T15:02:44+07:00
KGT61a0fa57,0954266121,Praktisi_Industri,Unsri,2024-02-11,2024-03-24,2024,2026-05-17T15:02:44+07:00
KGT8f55c308,0256928122,Tridarma_PT_Lain,BPS Lampung,2023-04-09,2023-11-09,2023,2026-05-17T15:02:44+07:00
KGTa70f02be,0256928122,Praktisi_Industri,PT Pertamina,2021-03-30,2021-11-22,2021,2026-05-17T15:02:44+07:00
KGT6a9610d8,0194197124,Tridarma_PT_Lain,ITS,2021-05-06,2022-03-28,2021,2026-05-17T15:02:44+07:00
KGT365485aa,0241868125,Tridarma_PT_Lain,TU Delft,2025-05-03,2025-06-29,2025,2026-05-17T15:02:44+07:00
KGT862d2b4a,0241868125,Praktisi_Industri,PT Telkom Indonesia,2022-05-04,2022-08-24,2022,2026-05-17T15:02:44+07:00
KGT35da6bdf,0241868125,QS100,Chulalongkorn University,2024-04-25,2025-01-12,2024,2026-05-17T15:02:44+07:00
KGTacb4a863,0344420126,Praktisi_Industri,World Bank Jakarta,2024-01-19,2024-12-06,2024,2026-05-17T15:02:44+07:00
KGT27733b8b,0344420126,QS100,UGM,2021-01-18,2021-11-17,2021,2026-05-17T15:02:44+07:00
KGT7a492f4f,0344420126,Praktisi_Industri,Telkom University,2025-03-03,2025-07-25,2025,2026-05-17T15:02:44+07:00
KGT6a744448,0112654127,Praktisi_Industri,Telkom University,2023-05-17,2023-10-13,2023,2026-05-17T15:02:44+07:00
KGT3e6d5bb1,0112654127,QS100,UNDP Indonesia,2020-03-14,2021-02-27,2020,2026-05-17T15:02:44+07:00
KGT70faae80,0112654127,Praktisi_Industri,Kyushu University,2023-05-03,2023-06-07,2023,2026-05-17T15:02:44+07:00
KGT436f2e1f,0475684128,QS100,Toyota Motor Manufacturing,2022-01-23,2022-07-08,2022,2026-05-17T15:02:44+07:00
KGT935088e0,0475684128,QS100,Universitas Lampung,2021-02-16,2021-06-19,2021,2026-05-17T15:02:44+07:00
KGTac7ddae1,0411948129,Tridarma_PT_Lain,BPS Lampung,2023-03-01,2023-12-02,2023,2026-05-17T15:02:44+07:00
KGTbd3e9f64,0411948129,Pembina_Prestasi,Bank Indonesia,2023-02-28,2023-08-01,2023,2026-05-17T15:02:44+07:00
KGT3422ccd5,0908309130,Tridarma_PT_Lain,Huawei Indonesia,2023-04-16,2023-09-29,2023,2026-05-17T15:02:44+07:00
KGTeca53e58,0908309130,Pembina_Prestasi,TU Delft,2022-03-01,2023-02-14,2022,2026-05-17T15:02:44+07:00
KGTed52cda3,0800911131,Tridarma_PT_Lain,Huawei Indonesia,2023-05-26,2023-12-26,2023,2026-05-17T15:02:44+07:00
KGT762d6234,0647868132,Tridarma_PT_Lain,PT Pertamina,2023-04-20,2023-09-20,2023,2026-05-17T15:02:44+07:00
KGT387bae5a,0998083133,QS100,PT Pertamina,2022-01-06,2022-08-29,2022,2026-05-17T15:02:44+07:00
KGTdd62ed7e,0998083133,Pembina_Prestasi,Osaka University,2025-05-28,2026-03-28,2025,2026-05-17T15:02:44+07:00
KGT419ea205,0998083133,QS100,World Bank Jakarta,2024-04-05,2025-01-09,2024,2026-05-17T15:02:44+07:00
KGT678e0ec4,0998083133,Pembina_Prestasi,Politeknik Negeri Lampung,2023-03-10,2023-04-26,2023,2026-05-17T15:02:44+07:00
KGT71c1275d,0776237134,Tridarma_PT_Lain,Universitas Lampung,2024-03-01,2024-05-10,2024,2026-05-17T15:02:44+07:00
KGT260e8d40,0776237134,Pembina_Prestasi,UNDP Indonesia,2022-02-10,2022-09-13,2022,2026-05-17T15:02:44+07:00
KGT0fe694e6,0776237134,QS100,Chulalongkorn University,2021-06-06,2021-12-24,2021,2026-05-17T15:02:44+07:00
KGTa89803af,0446343136,Praktisi_Industri,ITB,2024-06-26,2025-03-04,2024,2026-05-17T15:02:44+07:00
KGTcf87bdd4,0446343136,Praktisi_Industri,ITS,2025-03-23,2025-08-26,2025,2026-05-17T15:02:44+07:00
KGTbf62642f,0446343136,Pembina_Prestasi,PT Pertamina,2022-05-29,2022-07-12,2022,2026-05-17T15:02:44+07:00
KGT28bf7457,0446343136,QS100,Huawei Indonesia,2020-02-01,2020-04-20,2020,2026-05-17T15:02:44+07:00
KGT998d7c35,0446343136,QS100,Unila,2025-06-19,2025-10-25,2025,2026-05-17T15:02:44+07:00
KGT6b7ec6c9,0694247137,Pembina_Prestasi,TU Delft,2022-03-01,2022-06-14,2022,2026-05-17T15:02:44+07:00
KGTedbeb210,0694247137,Pembina_Prestasi,Telkom University,2023-03-02,2023-07-16,2023,2026-05-17T15:02:44+07:00
KGT96b9557b,0746444140,Pembina_Prestasi,Kyushu University,2025-04-17,2025-12-18,2025,2026-05-17T15:02:44+07:00
KGT1a06eb7a,0746444140,Tridarma_PT_Lain,PT PLN,2023-03-03,2023-10-11,2023,2026-05-17T15:02:44+07:00
KGT8e29b36c,0746444140,Praktisi_Industri,Unila,2020-03-23,2020-09-01,2020,2026-05-17T15:02:44+07:00
KGT7c9069a0,0190901141,Pembina_Prestasi,TU Delft,2024-05-18,2024-10-15,2024,2026-05-17T15:02:44+07:00
KGT7ddb6ce6,0190901141,Pembina_Prestasi,UGM,2025-05-17,2025-09-18,2025,2026-05-17T15:02:44+07:00
KGTa9151f4a,0860564142,Praktisi_Industri,PT Telkom Indonesia,2021-05-03,2021-12-22,2021,2026-05-17T15:02:44+07:00
KGTd01a9741,0860564142,Pembina_Prestasi,PT Astra International,2023-04-19,2024-03-04,2023,2026-05-17T15:02:44+07:00
KGT21d064b2,0860564142,Praktisi_Industri,UGM,2022-01-18,2022-11-28,2022,2026-05-17T15:02:44+07:00
KGT01b1ea23,0336173143,Praktisi_Industri,World Bank Jakarta,2022-06-11,2023-01-03,2022,2026-05-17T15:02:44+07:00
KGT24027eb6,0777889144,QS100,UGM,2022-06-10,2022-07-22,2022,2026-05-17T15:02:44+07:00
KGT042cc1bf,0777889144,QS100,ITS,2024-04-04,2025-02-27,2024,2026-05-17T15:02:44+07:00
KGTd7de8336,0777889144,QS100,Kyushu University,2025-05-21,2026-05-21,2025,2026-05-17T15:02:44+07:00
KGT78452626,0958339145,QS100,PT PLN,2024-04-13,2024-07-21,2024,2026-05-17T15:02:44+07:00
KGTc7688014,0958339145,Praktisi_Industri,TU Delft,2021-02-11,2021-07-24,2021,2026-05-17T15:02:44+07:00
KGT4ce48d8f,0958339145,Tridarma_PT_Lain,Chulalongkorn University,2025-05-03,2025-09-26,2025,2026-05-17T15:02:44+07:00
KGT606f0963,0762844146,Tridarma_PT_Lain,Universitas Lampung,2023-03-31,2023-06-24,2023,2026-05-17T15:02:44+07:00
KGT0363d135,0762844146,QS100,Universitas Lampung,2024-06-01,2024-09-21,2024,2026-05-17T15:02:44+07:00
KGT64ca2aea,0762844146,Pembina_Prestasi,LIPI,2024-02-26,2024-10-22,2024,2026-05-17T15:02:44+07:00
KGT23dd0f9f,0762844146,Praktisi_Industri,NUS Singapore,2021-04-26,2021-12-06,2021,2026-05-17T15:02:44+07:00
KGT915b6d15,0922288148,QS100,Politeknik Negeri Lampung,2022-04-30,2022-10-12,2022,2026-05-17T15:02:44+07:00
KGT5b217ddc,0922288148,Pembina_Prestasi,Google Indonesia,2023-01-01,2023-11-08,2023,2026-05-17T15:02:44+07:00
KGT4ccabd66,0922288148,Pembina_Prestasi,Universiti Malaya,2024-02-16,2024-12-08,2024,2026-05-17T15:02:44+07:00
KGTe9884da6,0922288148,Praktisi_Industri,TU Delft,2025-04-16,2026-03-09,2025,2026-05-17T15:02:44+07:00
KGTa09b3db2,0765773149,Praktisi_Industri,JICA Indonesia,2022-06-10,2023-05-23,2022,2026-05-17T15:02:44+07:00
KGT96f1d741,0765773149,Pembina_Prestasi,BMKG,2025-06-10,2026-05-14,2025,2026-05-17T15:02:44+07:00
KGTb4685029,0765773149,Pembina_Prestasi,Kyushu University,2020-04-21,2020-11-05,2020,2026-05-17T15:02:44+07:00
KGT60b7de56,0765773149,QS100,World Bank Jakarta,2020-04-06,2020-06-22,2020,2026-05-17T15:02:44+07:00
KGTa076c29f,0638825150,Pembina_Prestasi,Unsri,2024-05-17,2024-10-30,2024,2026-05-17T15:02:44+07:00
KGTbb02ce96,0127299153,Praktisi_Industri,BPS Lampung,2025-06-17,2026-04-30,2025,2026-05-17T15:02:44+07:00
KGT7fa2f726,0127299153,Praktisi_Industri,IPB University,2021-01-06,2021-08-17,2021,2026-05-17T15:02:44+07:00
KGT54d987ac,0190178154,QS100,Universitas Lampung,2024-01-10,2024-02-15,2024,2026-05-17T15:02:44+07:00
KGTab00f894,0190178154,Praktisi_Industri,Bank Indonesia,2025-04-07,2025-11-25,2025,2026-05-17T15:02:44+07:00
KGT880aacc0,0190178154,QS100,BPS Lampung,2021-03-06,2022-01-29,2021,2026-05-17T15:02:44+07:00
KGT1ff519bf,0616876155,Pembina_Prestasi,Chulalongkorn University,2020-04-18,2020-08-16,2020,2026-05-17T15:02:44+07:00
KGT42f61313,0616876155,Tridarma_PT_Lain,Bank Indonesia,2023-03-05,2023-12-02,2023,2026-05-17T15:02:44+07:00
KGT719d7873,0616876155,Pembina_Prestasi,TU Delft,2023-06-18,2023-09-11,2023,2026-05-17T15:02:44+07:00
KGT521603a7,0616876155,Tridarma_PT_Lain,ITS,2020-02-09,2021-01-18,2020,2026-05-17T15:02:44+07:00
KGT0fe2352d,0340829156,Tridarma_PT_Lain,LIPI,2022-01-02,2022-09-20,2022,2026-05-17T15:02:44+07:00
KGT06d69fa2,0340829156,Tridarma_PT_Lain,BPS Lampung,2023-05-15,2024-04-24,2023,2026-05-17T15:02:44+07:00
KGT238979b5,0179170157,Tridarma_PT_Lain,Universitas Indonesia,2021-05-10,2022-05-10,2021,2026-05-17T15:02:44+07:00
KGT3c5b9dce,0179170157,Pembina_Prestasi,Unsri,2022-05-01,2022-09-11,2022,2026-05-17T15:02:44+07:00
KGTc3e31b0f,0899375158,Praktisi_Industri,Osaka University,2020-03-28,2021-03-21,2020,2026-05-17T15:02:44+07:00
KGT61caa205,0899375158,Pembina_Prestasi,Politeknik Negeri Lampung,2020-05-16,2020-11-06,2020,2026-05-17T15:02:44+07:00
KGTbd28bf33,0461098159,Tridarma_PT_Lain,Huawei Indonesia,2022-02-28,2022-12-01,2022,2026-05-17T15:02:44+07:00
KGT407d3e55,0991750160,Pembina_Prestasi,PT Bukit Asam,2021-05-19,2022-03-29,2021,2026-05-17T15:02:44+07:00
KGTe334a3d3,0991750160,QS100,PT Bukit Asam,2021-05-15,2022-04-05,2021,2026-05-17T15:02:44+07:00
KGTd0444b49,0991750160,Praktisi_Industri,NUS Singapore,2025-06-30,2025-12-05,2025,2026-05-17T15:02:44+07:00
KGT30c79ce5,0991750160,QS100,BPS Lampung,2023-03-03,2023-05-22,2023,2026-05-17T15:02:44+07:00
KGT500da1c8,0991750160,QS100,BRIN,2022-03-04,2022-11-03,2022,2026-05-17T15:02:44+07:00
KGT07e17e86,0179170161,Pembina_Prestasi,BMKG,2020-03-15,2021-02-20,2020,2026-05-17T15:02:44+07:00
KGT2c69d79f,0179170161,Pembina_Prestasi,Politeknik Negeri Lampung,2023-04-14,2024-02-02,2023,2026-05-17T15:02:44+07:00
KGT6d5df595,0179170161,QS100,JICA Indonesia,2023-02-17,2023-04-15,2023,2026-05-17T15:02:44+07:00
KGT8946a837,0186338162,QS100,UGM,2024-01-22,2024-11-02,2024,2026-05-17T15:02:44+07:00
KGT4f59286b,0186338162,Pembina_Prestasi,PT PLN,2021-04-06,2021-06-06,2021,2026-05-17T15:02:44+07:00
KGT26204567,0186338162,QS100,Chulalongkorn University,2023-06-13,2024-06-03,2023,2026-05-17T15:02:44+07:00
KGTdd43f3d6,0186338162,Praktisi_Industri,PT Telkom Indonesia,2025-06-10,2026-06-03,2025,2026-05-17T15:02:44+07:00
KGT2eccdcb8,0468044163,Praktisi_Industri,Universitas Indonesia,2023-04-30,2024-03-02,2023,2026-05-17T15:02:44+07:00
KGTac08b45b,0468044163,QS100,LIPI,2025-03-31,2025-12-02,2025,2026-05-17T15:02:44+07:00
KGTae64d864,0468044163,QS100,Universitas Indonesia,2020-05-16,2020-08-02,2020,2026-05-17T15:02:44+07:00
KGTa200bfe4,0468044163,QS100,Unila,2020-01-14,2020-08-23,2020,2026-05-17T15:02:44+07:00
KGTc9ca2104,0737625164,Tridarma_PT_Lain,Bank Indonesia,2024-02-07,2024-11-06,2024,2026-05-17T15:02:44+07:00
KGTeea43014,0737625164,Praktisi_Industri,BRIN,2023-05-27,2023-10-21,2023,2026-05-17T15:02:44+07:00
KGT35ef2ff1,0737625164,QS100,PT Bukit Asam,2022-03-01,2022-11-30,2022,2026-05-17T15:02:44+07:00
KGT3ac347ee,0737625164,Pembina_Prestasi,Bank Indonesia,2025-04-07,2025-10-11,2025,2026-05-17T15:02:44+07:00
KGTf394393f,0923173165,Pembina_Prestasi,Unsri,2022-04-01,2023-02-10,2022,2026-05-17T15:02:44+07:00
KGT5b060074,0923173165,QS100,Unila,2023-02-10,2023-07-08,2023,2026-05-17T15:02:44+07:00
KGT992980c8,0122252166,Pembina_Prestasi,Huawei Indonesia,2022-01-18,2022-09-06,2022,2026-05-17T15:02:44+07:00
KGT43da62b8,0122252166,QS100,World Bank Jakarta,2021-06-22,2021-09-23,2021,2026-05-17T15:02:44+07:00
KGTc5e2d568,0122252166,QS100,Universiti Malaya,2021-06-08,2021-09-04,2021,2026-05-17T15:02:44+07:00
KGTe3ed9676,0551742167,QS100,Politeknik Negeri Lampung,2020-06-14,2020-10-19,2020,2026-05-17T15:02:44+07:00
KGT3f13226b,0551742167,Pembina_Prestasi,ITB,2024-04-12,2024-11-25,2024,2026-05-17T15:02:44+07:00
KGTb99ffabc,0618944168,QS100,Osaka University,2023-04-14,2023-11-01,2023,2026-05-17T15:02:44+07:00
KGT2b60c64c,0932470169,Pembina_Prestasi,Toyota Motor Manufacturing,2020-03-20,2021-01-02,2020,2026-05-17T15:02:44+07:00
KGTb554cdb1,0932470169,Tridarma_PT_Lain,NUS Singapore,2025-02-27,2026-02-21,2025,2026-05-17T15:02:44+07:00
KGT9a4f9ce1,0788267170,Tridarma_PT_Lain,NUS Singapore,2021-05-01,2021-07-30,2021,2026-05-17T15:02:44+07:00
KGTf22ab26c,0788267170,QS100,Bank Indonesia,2020-01-07,2020-09-07,2020,2026-05-17T15:02:44+07:00
KGTa8a2f7e9,0788267170,Praktisi_Industri,Huawei Indonesia,2020-06-01,2020-11-25,2020,2026-05-17T15:02:44+07:00
KGT11a61c6b,0788267170,Pembina_Prestasi,Unsri,2024-03-08,2024-12-06,2024,2026-05-17T15:02:44+07:00
KGTc95d7753,0284894171,Tridarma_PT_Lain,UGM,2025-05-12,2025-07-12,2025,2026-05-17T15:02:44+07:00
KGT6c04dc2f,0337894172,Tridarma_PT_Lain,Chulalongkorn University,2024-04-03,2024-07-07,2024,2026-05-17T15:02:44+07:00
KGT44f6b588,0254685173,Pembina_Prestasi,Osaka University,2025-01-21,2025-09-27,2025,2026-05-17T15:02:44+07:00
KGT0e782bb9,0254685173,Praktisi_Industri,Politeknik Negeri Lampung,2021-03-12,2021-07-29,2021,2026-05-17T15:02:44+07:00
KGTb32f99c1,0769091174,Pembina_Prestasi,Osaka University,2025-04-10,2025-06-29,2025,2026-05-17T15:02:44+07:00
KGTb952f676,0769091174,Praktisi_Industri,TU Delft,2023-05-29,2023-08-01,2023,2026-05-17T15:02:44+07:00
KGTf901eaf1,0769091174,Tridarma_PT_Lain,ITS,2020-04-25,2021-01-16,2020,2026-05-17T15:02:44+07:00
KGTb028104c,0769091174,Pembina_Prestasi,World Bank Jakarta,2023-02-28,2024-01-11,2023,2026-05-17T15:02:44+07:00
